73,80,17,30,101,59
88,18,71,35,87,8
92,102,136,10,90,89
96,28,103,43,69,105
54,60,41,85,34,56
100,55,31,110,91,96
39,135,57,74,83,99
131,7,99,59,29,92
104,134,21,90,45,70
16,137,99,135,111,140
57,24,38,60,20,132
121,1,78,58,93,57
7,71,105,101,20,90
102,52,4,50,82,112
122,62,31,128,23,30
11,36,51,91,89,63
91,48,133,15,131,54
63,100,89,136,90,44
137,2,89,44,94,54
55,52,116,23,93,56
90,32,140,62,89,92
47,49,137,76,39,57
32,30,61,49,57,89
41,138,16,84,7,97
31,112,87,99,141,142
139,33,54,56,55,75
38,126,129,92,103,40
124,95,25,51,2,26
40,58,17,72,108,58
35,24,61,56,101,49
38,83,23,55,26,24
82,138,32,31,127,5
115,28,14,5,39,139
143,97,9,82,107,47
14,7,94,103,74,26
117,109,131,108,46,6
97,130,34,43,97,16
103,93,108,51,116,104
53,55,120,35,130,32
25,68,49,106,73,11
52,8,41,114,132,100
109,105,106,104,84,114
45,116,21,112,7,27
55,54,94,122,107,113
22,49,102,135,56,114
141,144,113,114,119,133
101,52,110,72,107,29
48,14,35,136,36,47
93,30,134,86,24,83
126,43,96,53,106,95
114,98,42,104,88,71
112,96,49,117,83,42
5,137,45,2,99,48
118,144,38,115,98,42
81,44,32,22,134,98
106,118,24,31,21,116
19,44,120,37,112,18
48,6,32,6,140,115
143,30,108,100,69,82
66,52,47,13,52,23
118,116,95,28,93,100
42,75,91,92,59,120
22,142,42,20,128,26
111,117,122,50,37,36
7,142,139,96,67,51
119,1,43,80,94,102
12,27,40,29,102,117
17,30,104,45,138,17
103,85,108,98,72,104
109,65,74,113,102,49
22,36,123,52,12,35
21,44,64,50,84,13
38,121,99,132,121,74
3,25,113,143,144,119
115,71,60,79,14,76
115,120,100,25,34,102
122,38,73,40,101,36
1,51,112,93,141,12
4,70,56,111,37,111
101,28,26,42,6,47
38,105,107,121,77,15
46,91,53,13,100,69
45,118,73,48,101,17
78,104,103,27,79,1
4,62,23,85,107,23
40,95,5,81,65,35
126,98,42,129,110,125
122,104,20,16,113,96
72,2,120,124,95,106
112,113,110,5,114,63
131,106,128,49,53,92
41,113,106,123,95,125
45,43,127,96,25,32
13,18,32,118,103,41
115,47,46,116,114,119
101,47,34,4,127,54
25,121,82,6,77,83
115,15,105,29,50,116
41,117,75,99,47,94
102,36,58,3,113,42
97,9,105,128,48,10
120,46,130,107,126,35
129,132,3,125,19,123
84,122,123,58,131,129
56,97,19,124,132,117
17,30,67,20,135,68
94,5,130,121,124,113
46,24,119,75,134,98
125,6,105,38,124,125
98,134,70,133,141,20
80,77,130,35,127,100
59,119,106,102,85,136
131,111,133,118,98,139
136,87,96,112,95,123
140,123,70,3,103,32
142,111,32,104,113,29
130,114,45,53,137,26
127,143,144,32,122,58
139,111,96,137,54,76
99,124,11,22,111,133
40,71,106,98,44,38
84,126,121,132,55,115
86,45,31,75,2,135
110,129,27,54,124,35
132,28,120,114,57,133
61,6,33,5,68,119
30,53,128,116,126,39
23,134,97,130,73,97
107,123,131,87,46,136
112,128,122,44,138,69
21,42,113,73,116,134
140,135,126,100,97,26
11,119,141,117,136,78
81,88,137,17,138,132
112,133,124,109,139,114
118,131,129,111,105,121
27,138,122,19,115,142
11,1,65,140,79,8
141,88,24,36,125,79
72,39,127,25,120,137
49,140,143,144,125,134
73,5,52,74,136,101
103,144,143,117,65,137
64,34,118,120,33,7
122,99,128,129,22,48
126,130,112,73,37,48
128,9,60,68,77,127
141,81,102,67,35,51
123,82,124,143,115,130
121,52,74,59,127,24
40,89,142,44,138,104
24,139,132,1,57,85
103,144,126,140,28,110
65,131,46,105,129,75
131,138,76,119,24,101
135,7,51,124,123,30
23,135,138,111,137,74
51,86,114,52,133,76
62,28,80,68,132,81
5,63,3,117,29,41
77,10,110,2,128,127
49,135,119,110,142,12
54,2,31,4,76,48
12,133,143,11,144,72
35,116,86,44,74,1
143,60,136,55,127,83
3,111,37,139,125,88
126,102,100,70,9,80
113,90,61,73,134,90
28,87,67,138,74,133
89,116,1,78,118,28
113,71,139,109,119,80
16,6,37,87,69,115
38,41,3,134,33,7
137,77,75,66,88,40
117,140,118,45,38,94
128,47,129,73,44,93
4,79,123,23,39,21
42,134,78,120,7,74
20,57,11,110,89,34
8,77,141,44,142,63
51,3,121,57,9,23
68,132,125,140,18,15
10,143,81,14,137,53
139,42,15,97,120,4
141,9,56,16,3,58
101,23,62,8,21,66
135,50,64,111,18,83
122,92,124,122,109,30
80,17,130,80,66,99
4,141,1,50,131,79
14,135,126,139,133,16
136,2,40,19,36,55
31,91,33,32,136,25
2,116,39,142,105,144
75,9,17,102,96,29
65,138,33,41,119,36
25,102,46,39,83,72
117,139,90,50,121,84
72,108,84,132,143,144
142,144,8,73,106,109
28,106,22,4,140,13
26,46,3,72,138,75
36,103,109,63,142,70
124,140,118,39,57,99
10,1,81,76,80,35
144,143,76,106,80,85
40,64,42,107,82,1
59,108,27,141,110,81
75,38,33,127,93,69
71,103,43,68,44,74
1,69,68,104,21,15
82,129,69,104,69,131
76,10,14,34,21,19
10,39,108,130,92,8
68,13,94,66,77,124
13,73,74,71,90,10
80,86,66,69,2,91
42,125,70,91,134,19
6,94,46,82,97,133
62,65,109,128,3,5
59,56,109,50,75,23
95,12,87,80,61,21
75,78,55,2,22,49
18,53,86,34,114,8
95,12,34,110,81,9
48,85,116,11,64,6
38,86,135,91,88,21
29,47,137,76,5,24
85,121,70,4,85,8
77,28,24,142,20,123
22,46,71,13,47,81
67,72,70,60,70,67
127,45,136,73,69,85
117,10,65,62,74,54
71,78,10,71,139,115
10,68,40,47,61,66
2,121,64,86,11,105
138,79,39,104,79,32
87,18,58,79,27,7
88,69,47,8,41,78
99,100,77,75,34,105
107,11,4,63,39,27
111,130,82,6,129,32
43,42,3,26,69,65
75,11,100,29,71,15
126,58,79,122,14,79
82,22,6,77,92,117
136,28,6,54,18,33
81,80,46,108,84,37
129,13,46,131,74,57
56,93,119,140,108,120
9,68,76,72,93,19
70,77,59,89,34,91
7,112,9,31,101,67
53,82,9,14,98,13
19,89,120,38,31,69
29,135,141,83,141,30
87,96,9,49,123,78
41,11,10,9,37,67
59,64,132,144,18,112
34,136,13,61,128,24
8,88,6,67,66,63
43,85,54,77,90,53
42,66,67,45,5,39
41,121,27,13,25,73
97,18,61,80,79,19
2160
